"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1972158967360246271","Sun Sep 28 04:38:33 +0000 2025","41","Tepuk Sakinah Ala Wahabi. Nafsuan aja berlindung ke Sunnah Nabi enteng bgt ngomong hadeh.. m https://t.co/l7yiEtHGuJ","1972158967360246271","https://pbs.twimg.com/ext_tw_video_thumb/1972158941250637824/pu/img/xxZOE4hYRNGogZTk.jpg","","in","","6","9","17","https://x.com/undefined/status/1972158967360246271","1403707522595180553",
"1971471627054686404","Thu Oct 02 08:08:22 +0000 2025","111","451. Tepuk sakinah https://t.co/zU0iTfg0Yl","1973661322358431860","https://pbs.twimg.com/media/G2PadLcaIAAPVFO.jpg","jungnaa19","in","","0","11","4","https://x.com/undefined/status/1973661322358431860","1321515374496468992",
"1972955737426108546","Tue Sep 30 09:24:38 +0000 2025","2","Santuyyy pak aku nyari jodohnya dulu buat tepuk sakinah https://t.co/iB9uPHAwI8","1972955737426108546","https://pbs.twimg.com/media/G2FYyHEaIAE05FG.jpg","","in","","0","0","0","https://x.com/undefined/status/1972955737426108546","269097988",
"1974081204363432337","Sat Oct 04 01:10:11 +0000 2025","3","@kompascom Saya berumah tangga udah bertahun tahun gak butuh tepuk sakinah tapi butuh nafkah lahir dan batin. Samawa dengan laki laki sehat yang non fungsional juga buat apa pak hidup cuma sekali","1974280858745123222","","kompascom","in","","0","0","0","https://x.com/undefined/status/1974280858745123222","73837121",
"1974394520373711109","Sat Oct 04 08:41:50 +0000 2025","4","Kata menag tepuk sakinah diyakini mengurangi angka perceraian. Bener soalnya orang-orang jadi gak mau nikah gara-gara harus tepuk sakinah. Ga ada pernikahan ya gak ada perceraian https://t.co/KgmpoF1wUV","1974394520373711109","https://pbs.twimg.com/tweet_video_thumb/G2Z1WLabUAAuqf1.jpg","","in","","0","1","0","https://x.com/undefined/status/1974394520373711109","1704339992339009536",
"1975352048880394291","Tue Oct 07 00:06:43 +0000 2025","21","Setelah tepuk SAKINAH Muncullah tepuk CORETAX ‍️ DAMN! https://t.co/8tkla5Zm7x","1975352048880394291","https://pbs.twimg.com/amplify_video_thumb/1975351683728445440/img/GcuFgkOlNJOGsU_h.jpg","","in","","1","10","4","https://x.com/undefined/status/1975352048880394291","1267940786991099905",
"1975881400810455222","Wed Oct 08 11:10:10 +0000 2025","2","Jangan lupa tepuk sakinah ya bu lurah https://t.co/8wGIKFl2dH","1975881400810455222","https://pbs.twimg.com/ext_tw_video_thumb/1975881251455389697/pu/img/hCdHBfUWYZHNCVF0.jpg","","in","","0","0","0","https://x.com/undefined/status/1975881400810455222","1370214016967188480",
"1972920823020400984","Tue Sep 30 07:05:53 +0000 2025","21","iyan iyo berantem terus iyo lgsg ngirim video dia lagi tepuk sakinah","1972920823020400984","","","in","","2","4","0","https://x.com/undefined/status/1972920823020400984","1777987991312666624",
"1972533946421588107","Mon Sep 29 05:28:35 +0000 2025","2","ayo soob gue udah hafal tepuk sakinah https://t.co/pfYHZqquaX","1972533946421588107","https://pbs.twimg.com/amplify_video_thumb/1972466538771881984/img/y5a7k1Jai2Ri6MXi.jpg","","in","","0","1","0","https://x.com/undefined/status/1972533946421588107","1698537064441188352",
"1975368314697490664","Tue Oct 07 01:11:21 +0000 2025","44","Sebentar kalian baca git diff? In this AI era???","1975368314697490664","","","in","","0","2","0","https://x.com/undefined/status/1975368314697490664","998978248477298688",
"1974790093283234191","Sun Oct 05 10:53:42 +0000 2025","13","jgn lupa tepuk sakinah best https://t.co/Ni2D2dMaNk","1974790093283234191","https://pbs.twimg.com/media/G2fdH1lawAArMoq.jpg","","in","","1","1","0","https://x.com/undefined/status/1974790093283234191","1528907446072143872",
